Time,Amplitude
0.192,6.904837046287428
0.193,6.723699681514342
0.194,6.5427879630354475
0.195,6.362145438845381
0.196,6.181815496963845
0.197,6.001841354124153
0.198,5.822266044511666
0.199,5.643132408555166
0.2,5.46448308177398
0.201,5.286360483684051
0.202,5.108806806765649
0.203,4.931864005495884
0.20400000000000001,4.755573785448707
0.20500000000000002,4.5799775924655
0.20600000000000002,4.405116601898957
0.20700000000000002,4.2310317079332265
0.20800000000000002,4.057763512983075
0.209,3.8853523171749327
0.21,3.7138381079125313
0.211,3.5432605495300673
0.212,3.3736589730353828
0.213,3.205072365946118
0.214,3.03753936222143
0.215,2.8710982322918617
0.216,2.705786873190205
0.217,2.541642798785748
0.218,2.378703130124694
0.219,2.2170045858791236
0.22,2.05658347290721
0.221,1.8974756769270131
0.222,1.7397166533064885
0.223,1.5833414179719782
0.224,1.4283845384377378
0.225,1.2748801249588197
0.226,1.122861821809542
0.227,0.9723627986900931
0.228,0.823415742263272
0.229,0.6760528478238275
0.23,0.5303058111024108
0.231,0.3862058202064853
0.232,0.24378354770013733
0.233,0.10306914282506385
0.234,-0.03590777613536611
0.23500000000000001,-0.17311812934687065
0.23600000000000002,-0.3085333827678731
0.23700000000000002,-0.4421255553440817
0.23800000000000002,-0.5738672260520885
0.23900000000000002,-0.7037315407901241
0.24,-0.8316922191142306
0.241,-0.9577235608179988
0.242,-1.0818004523541136
0.243,-1.2038983730961927
0.244,-1.3239934014389938
0.245,-1.4420622207356915
0.246,-1.558082125070373
0.247,-1.6720310248645076
0.248,-1.783887452315668
0.249,-1.89363056666731
0.25,-2.001240159308002
0.251,-2.1066966586989997
0.252,-2.20998113512867
0.253,-2.3110753052926447
0.254,-2.409961536698485
0.255,-2.506622851893683
0.256,-2.6010429325159006
0.257,-2.6932061231644293
0.258,-2.783097435091815
0.259,-2.8707025497147054
0.26,-2.9560078219430377
0.261,-3.0390002833266623
0.262,-3.119667645018615
0.263,-3.197998300554274
0.264,-3.27398132844567
0.265,-3.3476064945902935
0.266,-3.418864254493806
0.267,-3.487745755306052
0.268,-3.554242837669861
0.269,-3.6183480373822183
0.27,-3.680054586867336
0.271,-3.7393564164612743
0.272,-3.796248155507815
0.273,-3.8507251332653105
0.274,-3.9027833796242946
0.275,-3.952419625635687
0.276,-3.9996313038494895
0.277,-4.044416548463905
0.278,-4.086774195284884
0.279,-4.1267037814961025
0.28,-4.1642055452394935
0.281,-4.199280425006483
0.28200000000000003,-4.231930058840058
0.28300000000000003,-4.262156783348004
0.28400000000000003,-4.289963632527521
0.28500000000000003,-4.3153543364016
0.28600000000000003,-4.338333319467552
0.28700000000000003,-4.358905698958132
0.28800000000000003,-4.377077282915736
0.289,-4.3928545680802396
0.29,-4.406244737591042
0.291,-4.417255658504005
0.292,-4.425895879123911
0.293,-4.4321746261532615
0.294,-4.436101801658134
0.295,-4.437687979851985
0.296,-4.4369444036982735
0.297,-4.433882981332841
0.298,-4.42851628230703
0.299,-4.42085753365256
0.3,-4.410920615769332
0.301,-4.398720058137087
0.302,-4.384271034852375
0.303,-4.367589359991766
0.304,-4.348691482802829
0.305,-4.327594482723978
0.306,-4.304316064234715
0.307,-4.2788745515375455
0.308,-4.251288883073119
0.309,-4.2215786058700076
0.31,-4.18976386973072
0.311,-4.155865421255511
0.312,-4.119904597705605
0.313,-4.081903320707498
0.314,-4.041884089800111
0.315,-3.99986997582643
0.316,-3.9558846141715573
0.317,-3.909952197848926
0.318,-3.8620974704365763
0.319,-3.8123457188653966
0.32,-3.7607227660613836
0.321,-3.7072549634436798
0.322,-3.6519691832807775
0.323,-3.5948928109065457
0.324,-3.53605373679861
0.325,-3.4754803485208354
0.326,-3.413201522532476
0.327,-3.3492466158658023
0.328,-3.283645457674905
0.329,-3.216428340657517
0.33,-3.1476260123525472
0.331,-3.077269666315442
0.332,-3.0053909331738704
0.333,-2.9320218715660946
0.334,-2.8571949589645547
0.335,-2.7809430823870507
0.336,-2.703299528998105
0.337,-2.6242979766030206
0.338,-2.5439724840371887
0.339,-2.462357481453274
0.34,-2.3794877605088924
0.341,-2.2953984644574015
0.342,-2.2101250781445136
0.343,-2.1237034179134398
0.34400000000000003,-2.0361696214212657
0.34500000000000003,-1.9475601373692888
0.34600000000000003,-1.8579117151501734
0.34700000000000003,-1.7672613944146183
0.34800000000000003,-1.67564649456041
0.34900000000000003,-1.5831046041467147
0.35000000000000003,-1.489673570236394
0.35100000000000003,-1.3953914876692988
0.352,-1.3002966882693656
0.353,-1.2044277299885398
0.354,-1.1078233859902662
0.355,-1.0105226336757176
0.356,-0.9125646436555277
0.357,-0.8139887686701206
0.358,-0.7148345324615892
0.359,-0.6151416186001157
0.36,-0.5149498592679491
0.361,-0.41429922400399666
0.362,-0.31322980841201753
0.363,-0.21178182283549063
0.364,-0.10999558100220774
0.365,-0.007911488641662245
0.366,0.0944299679217373
0.367,0.19698823319647918
0.368,0.29972269396979545
0.369,0.40259269076837967
0.37,0.5055575293309293
0.371,0.6085764920894148
0.372,0.7116088496559572
0.373,0.8146138723122482
0.374,0.9175508414983993
0.375,1.0203790612981223
0.376,1.1230578699171305
0.377,1.225546651151753
0.378,1.3278048458444571
0.379,1.4297919633235514
0.38,1.5314675928235033
0.381,1.6327914148833536
0.382,1.7337232127195596
0.383,1.8342228835707948
0.384,1.9342504500110742
0.385,2.0337660712287104
0.386,2.132730054267509
0.387,2.231102865227734
0.388,2.3288451404232853
0.389,2.4259176974925007
0.39,2.5222815464593578
0.391,2.61789790074217
0.392,2.7127281881067926
0.393,2.8067340615614045
0.394,2.8998774101898803
0.395,2.9921203699209546
0.396,3.083425334229993
0.397,3.1737549647709677
0.398,3.263072201935199
0.399,3.351340275334491
0.4,3.438522714205533
0.401,3.524583357732901
0.402,3.6094863652878937
0.403,3.6931962265803326
0.404,3.7756777717206473
0.405,3.8568961811895477
0.406,3.936816995712606
0.40700000000000003,4.015406126037053
0.40800000000000003,4.092629862608066
0.40900000000000003,4.168454885142166
0.41000000000000003,4.242848272094882
0.41100000000000003,4.315777510020374
0.41200000000000003,4.387210502820211
0.41300000000000003,4.457115580879105
0.41400000000000003,4.525461510084867
0.41500000000000004,4.592217500730415
0.41600000000000004,4.6573532162951565
0.417,4.720838782103556
0.418,4.7826447938585455
0.419,4.842742326047366
0.42,4.901102940217709
0.421,4.957698693121703
0.422,5.012502144725902
0.423,5.065486366084707
0.424,5.116624947075409
0.425,5.165892003992559
0.426,5.2132621869997315
0.427,5.258710687436642
0.428,5.302213244979613
0.429,5.343746154653431
0.43,5.383286273692774
0.431,5.4208110282513235
0.432,5.4562984199567115
0.433,5.489727032309525
0.434,5.521076036924727
0.435,5.550325199613652
0.436,5.577454886305119
0.437,5.602446068803852
0.438,5.625280330384797
0.439,5.645939871221748
0.44,5.664407513648866
0.441,5.68066670725357
0.442,5.6947015337995115
0.443,5.706496711978238
0.444,5.71603760198828
0.445,5.723310209940406
0.446,5.728301192087843
0.447,5.73099785888033
0.448,5.73138817884084
0.449,5.729460782264035
0.45,5.7252049647352985
0.451,5.718610690469496
0.452,5.709668595468457
0.453,5.698369990496444
0.454,5.684706863872617
0.455,5.668671884079915
0.456,5.650258402189448
0.457,5.629460454099924
0.458,5.606272762591301
0.459,5.580690739192267
0.46,5.5527104858608975
0.461,5.522328796478089
0.462,5.489543158153338
0.463,5.454351752342491
0.464,5.416753455777151
0.465,5.376747841205439
0.466,5.334335177943975
0.467,5.289516432240808
0.468,5.242293267449279
0.46900000000000003,5.192668044012645
0.47000000000000003,5.140643819259569
0.47100000000000003,5.086224347010397
0.47200000000000003,5.029414076994379
0.47300000000000003,4.970218154077951
0.47400000000000003,4.9086424173042875
0.47500000000000003,4.844693398744292
0.47600000000000003,4.778378322159393
0.47700000000000004,4.709705101476475
0.47800000000000004,4.6386823390752605
0.47900000000000004,4.565319323888679
0.48,4.489626029316655
0.481,4.4116131109538355
0.482,4.331291904131962
0.483,4.248674421277343
0.484,4.163773349084274
0.485,4.07660204550507
0.486,3.9871745365575375
0.487,3.8955055129506384
0.488,3.801610326529313
0.489,3.705504986539432
0.49,3.6072061557136976
0.491,3.506731146179672
0.492,3.404097915190981
0.493,3.299325060682728
0.494,3.192431816652457
0.495,3.0834380483677046
0.496,2.9723642474014964
0.497,2.8592315264971155
0.498,2.744061614263453
0.499,2.6268768497023967
0.5,2.5077001765695934
0.501,2.3865551375701965
0.502,2.2634658683911386
0.503,2.1384570915713637
0.504,2.011554110211857
0.505,1.8827828015268366
0.506,1.7521696102382398
0.507,1.6197415418148156
0.508,1.485526155557948
0.509,1.3495515575357668
0.51,1.2118463933677415
0.511,1.0724398408613665
0.512,0.9313616025030527
0.513,0.7886418978052037
0.514,0.6443114555114757
0.515,0.4984015056623168
0.516,0.3509437715228634
0.517,0.20197046137538077
0.518,0.05151426017838201
0.519,-0.10039167890531431
0.52,-0.25371374310937167
0.521,-0.40841786879127717
0.522,-0.5644695502838779
0.523,-0.7218338488688261
0.524,-0.8804754018694672
0.525,-1.0403584318608456
0.526,-1.2014467559942812
0.527,-1.3637037954340983
0.528,-1.5270925849040102
0.529,-1.6915757823405255
0.53,-1.8571156786509477
0.531,-2.0236742075732153
0.532,-2.191212955635117
0.533,-2.3596931722100507
0.534,-2.529075779666929
0.535,-2.6993213836110486
0.536,-2.8703902832138217
0.537,-3.0422424816280937
0.538,-3.214837696486575
0.539,-3.3881353704803168
0.54,-3.562094682014848
0.541,-3.7366745559406462
0.542,-3.9118336743554694
0.543,-4.087530487475302
0.544,-4.263723224571486
0.545,-4.440369904970641
0.546,-4.617428349114853
0.547,-4.794856189678777
0.548,-4.972610882741044
0.549,-5.1506497190068785
0.55,-5.328929835078892
0.551,-5.507408224772925
0.552,-5.686041750476232
0.553,-5.864787154544783
0.554,-6.043601070736651
0.555,-6.222440035678377
0.556,-6.401260500361463
0.557,-6.5800188416656376
0.558,-6.758671373906257
0.559,-6.937174360402107
0.56,-7.115484025061191
0.561,-7.293556563980916
0.562,-7.471348157060037
0.5630000000000001,-7.648814979618665
0.5640000000000001,-7.825913214023849
0.5650000000000001,-8.002599061317238
0.5660000000000001,-8.178828752841872
0.5670000000000001,-8.354558561864938
0.5680000000000001,-8.529744815193446
0.5690000000000001,-8.704343904779687
0.5700000000000001,-8.87831229931335
0.5710000000000001,-9.051606555797285
0.5720000000000001,-9.224183331103715
0.5730000000000001,-9.395999393507918
0.5740000000000001,-9.567011634196199
0.5750000000000001,-9.737177078745162
0.5760000000000001,-9.906452898569153
0.577,-10.074796422332843
0.578,-10.242165147325979
0.579,-10.408516750797006
0.58,-10.573809101242915
0.581,-10.738000269651977
0.582,-10.901048540696511
0.583,-11.062912423872653
0.584,-11.223550664584256
0.585,-11.382922255167584
0.586,-11.540986445854536
0.587,-11.697702755670694
0.588,-11.85303098326594
0.589,-12.006931217674161
0.59,-12.159363848999757
0.591,-12.31028957902761
0.592,-12.459669431753978
0.593,-12.60746476383519
0.594,-12.753637274951831
0.595,-12.89814901808511
0.596,-13.040962409703065
0.597,-13.18204023985358
0.598,-13.321345682161747
0.599,-13.45884230372882
0.6,-13.594494074930088
0.601,-13.72826537910894
0.602,-13.860121022164744
0.603,-13.990026242031906
0.604,-14.117946718047486
0.605,-14.243848580204812
0.606,-14.367698418290873
0.607,-14.48946329090476
0.608,-14.609110734354996
0.609,-14.726608771433057
0.61,-14.841925920061053
0.611,-14.955031201811014
0.612,-15.065894150293737
0.613,-15.174484819414603
0.614,-15.280773791494518
0.615,-15.384732185253473
0.616,-15.486331663654992
0.617,-15.585544441608771
0.618,-15.682343293530081
0.619,-15.776701560753416
0.62,-15.868593158798689
0.621,-15.957992584487862
0.622,-16.04487492291022
0.623,-16.12921585423428
0.624,-16.21099166036464
0.625,-16.29017923144192
0.626,-16.366756072183993
0.627,-16.44070030806694
0.628,-16.51199069134389
0.629,-16.580606606900318
0.63,-16.646528077944012
0.631,-16.7097357715284
0.632,-16.77021100390757
0.633,-16.82793574572162
0.634,-16.882892627010946
0.635,-16.935064942058105
0.636,-16.984436654055877
0.637,-17.030992399600443
0.638,-17.074717493008205
0.639,-17.115597930455372
0.64,-17.153620393938933
0.641,-17.188772255058147
0.642,-17.221041578615335
0.643,-17.250417126035202
0.644,-17.276888358601596
0.645,-17.300445440510902
0.646,-17.321079241741206
0.647,-17.33878134073651
0.648,-17.353544026905155
0.649,-17.3653603029319
0.65,-17.374223886902904
0.651,-17.380129214243073
0.652,-17.383071439465326
0.653,-17.383046437731103
0.654,-17.380050806221867
0.655,-17.37408186532111
0.656,-17.365137659606567
0.657,-17.353216958652368
0.658,-17.338319257640805
0.659,-17.320444777783734
0.66,-17.299594466553202
0.661,-17.27576999772149
0.662,-17.248973771210323
0.663,-17.219208912749462
0.664,-17.18647927334457
0.665,-17.15078942855461
0.666,-17.112144677578858
0.667,-17.07055104215386
0.668,-17.026015265260458
0.669,-16.978544809641356
0.67,-16.92814785612951
0.671,-16.874833301787824
0.672,-16.81861075786058
0.673,-16.759490547537137
0.674,-16.69748370352857
0.675,-16.632601965457653
0.676,-16.56485777706317
0.677,-16.494264283218975
0.678,-16.420835326768778
0.679,-16.344585445177415
0.68,-16.26552986699948
0.681,-16.183684508166177
0.682,-16.09906596809152
0.683,-16.01169152559869
0.684,-15.921579134667834
0.685,-15.828747420006199
0.686,-15.73321567244195
0.687,-15.63500384414277
0.6880000000000001,-15.534132543660512
0.6890000000000001,-15.430623030803273
0.6900000000000001,-15.324497211336043
0.6910000000000001,-15.215777631511694
0.6920000000000001,-15.104487472433242
0.6930000000000001,-14.990650544249336
0.6940000000000001,-14.874291280184128
0.6950000000000001,-14.755434730403497
0.6960000000000001,-14.634106555718688
0.6970000000000001,-14.510333021129652
0.6980000000000001,-14.384140989209204
0.6990000000000001,-14.255557913330284
0.7000000000000001,-14.124611830737573
0.7010000000000001,-13.991331355465741
0.7020000000000001,-13.855745671105872
0.7030000000000001,-13.717884523422201
0.704,-13.577778212821034
0.705,-13.435457586673571
0.706,-13.290954031495275
0.707,-13.144299464983142
0.708,-12.995526327913542
0.709,-12.844667575902358
0.71,-12.691756671029953
0.711,-12.536827573332724
0.712,-12.379914732164103
0.713,-12.221053077426646
0.714,-12.060278010678052
0.715,-11.897625396112964
0.716,-11.733131551423535
0.717,-11.56683323854051
0.718,-11.398767654257915
0.719,-11.22897242074314
0.72,-11.057485575935688
0.721,-10.884345563836467
0.722,-10.709591224690556
0.723,-10.533261785065939
0.724,-10.355396847830834
0.725,-10.176036382032256
0.726,-9.995220712678485
0.727,-9.812990510428204
0.728,-9.629386781188929
0.729,-9.444450855627569
0.73,-9.258224378595829
0.731,-9.070749298473341
0.732,-8.882067856431169
0.733,-8.692222575618755
0.734,-8.501256250276978
0.735,-8.309211934780285
0.736,-8.116132932610796
0.737,-7.922062785267293
0.738,-7.727045261111993
0.739,-7.531124344158091
0.74,-7.334344222801068
0.741,-7.136749278496614
0.742,-6.938384074388385
0.743,-6.73929334388835
0.744,-6.539521979212874
0.745,-6.339115019877767
0.746,-6.138117641154831
0.747,-5.936575142493486
0.748,-5.734532935910218
0.749,-5.532036534349192
0.75,-5.329131540016666
0.751,-5.125863632692819
0.752,-4.922278558023659
0.753,-4.718422115796439
0.754,-4.514340148201464
0.755,-4.3100785280833955
0.756,-4.105683147185232
0.757,-3.9011999043882546
0.758,-3.6966746939506847
0.759,-3.492153393748347
0.76,-3.2876818535204815
0.761,-3.083305883123906
0.762,-2.87907124079827
0.763,-2.6750236214460354
0.764,-2.471208644929629
0.765,-2.267671844389624
0.766,-2.064458654586369
0.767,-1.861614400268614
0.768,-1.6591842845717701
0.769,-1.4572133774494513
0.77,-1.2557466041407916
0.771,-1.0548287336769653
0.772,-0.854504367429644
0.773,-0.6548179277048378
0.774,-0.4558136463846867
0.775,-0.2575355536205053
0.776,-0.06002746657995761
0.777,0.13666702174866652
0.778,0.3325045536920346
0.779,0.5274420179643848
0.78,0.72143656067413
0.781,0.9144455962616265
0.782,1.10642681836516
0.783,1.2973382106123008
0.784,1.4871380573337811
0.785,1.6757849541970273
0.786,1.8632378187566077
0.787,2.049455900918687
0.788,2.2343987933168563
0.789,2.418026441596547
0.79,2.6002991546052296
0.791,2.7811776144856903
0.792,2.9606228866702033
0.793,3.138596429771982
0.794,3.3150601053723197
0.795,3.4899761877001483
0.796,3.6633073732017887
0.797,3.835016789998278
0.798,4.005068007227666
0.799,4.173425044270051
0.8,4.340052379852645
0.801,4.504914961032796
0.802,4.667978212056177
0.803,4.8292080430882
0.804,4.988570858816101
0.805,5.146033566919574
0.806,5.301563586407523
0.807,5.455128855819038
0.808,5.6066978412861115
0.809,5.756239544456166
0.81,5.903723510272316
0.811,6.049119834609137
0.812,6.1923991717621
0.8130000000000001,6.333532741788684
0.8140000000000001,6.472492337699098
0.8150000000000001,6.6092503324948595
0.8160000000000001,6.7437796860533545
0.8170000000000001,6.876053951856497
0.8180000000000001,7.006047283561746
0.8190000000000001,7.133734441413846
0.8200000000000001,7.259090798495442
0.8210000000000001,7.38209234681505
0.8220000000000001,7.502715703230726
0.8230000000000001,7.620938115207904
0.8240000000000001,7.736737466409883
0.8250000000000001,7.8500922821194505
0.8260000000000001,7.96098173449039
0.8270000000000001,8.069385647627133
0.8280000000000001,8.175284502491731
0.8290000000000001,8.278659441636442
0.8300000000000001,8.379492273760796
0.8310000000000001,8.477765478092127
0.8320000000000001,8.57346220858821
0.833,8.66656629796098
0.834,8.757062261520362
0.835,8.844935300837054
0.836,8.930171307223434
0.837,9.012756865031676
0.838,9.092679254768116
0.839,9.169926456023216
0.84,9.244487150216218
0.841,9.316350723153846
0.842,9.385507267402467
0.843,9.45194758447295
0.844,9.51566318681777
0.845,9.576646299639815
0.846,9.63488986251245
0.847,9.690387530810428
0.848,9.743133676951222
0.849,9.793123391446603
0.85,9.840352483764047
0.851,9.884817482997935
0.852,9.926515638350214
0.853,9.965444919420532
0.854,10.001604016305794
0.855,10.034992339508985
0.856,10.065610019657578
0.857,10.09345790703131
0.858,10.118537570899715
0.859,10.14085129866949
0.86,10.160402094842013
0.861,10.177193679781201
0.862,10.19123048829222
0.863,10.202517668011271
0.864,10.211061077607074
0.865,10.216867284794418
0.866,10.21994356416037
0.867,10.220297894803773
0.868,10.21793895778865
0.869,10.212876133412228
0.87,10.20511949828831
0.871,10.194679822246822
0.872,10.18156856505037
0.873,10.165797872928689
0.874,10.147380574931967
0.875,10.126330179103968
0.876,10.102660868476097
0.877,10.076387496883338
0.878,10.04752558460342
0.879,10.016091313820151
0.88,9.982101523912373
0.881,9.945573706569622
0.882,9.90652600073595
0.883,9.864977187383232
0.884,9.820946684115292
0.885,9.774454539604555
0.886,9.725521427862315
0.887,9.674168642344565
0.888,9.62041808989482
0.889,9.56429228452546
0.89,9.505814341039482
0.891,9.445007968494203
0.892,9.381897463508746
0.893,9.316507703417148
0.894,9.248864139268964
0.895,9.178992788678892
0.896,9.106920228528026
0.897,9.032673587518033
0.898,8.956280538580625
0.899,8.8777692911443
0.9,8.797168583260301
0.901,8.714507673590191
0.902,8.62981633325682
0.903,8.543124837561265
0.904,8.454463957567599
0.905,8.363864951558064
0.906,8.271359556360753
0.907,8.176979978552195
0.908,8.080758885537154
0.909,7.982729396508165
0.91,7.882925073287078
0.911,7.781379911051115
0.912,7.678128328946066
0.913,7.573205160588847
0.914,7.46664564446231
0.915,7.358485414204649
0.916,7.248760488796009
0.917,7.137507262645173
0.918,7.024762495578619
0.919,6.910563302734936
0.92,6.794947144367121
0.921,6.677951815555679
0.922,6.55961543583497
0.923,6.43997643873599
0.924,6.319073561247993
0.925,6.196945833202134
0.926,6.073632566579678
0.927,5.949173344747802
0.928,5.823608011625887
0.929,5.696976660784983
0.93,5.569319624483931
0.931,5.440677462644135
0.932,5.31109095176688
0.933,5.180601073795714
0.934,5.0492490049268
0.935,4.917076104370477
0.936,4.784123903066888
0.937,4.650434092358652
0.9380000000000001,4.516048512624002
0.9390000000000001,4.381009141872671
0.9400000000000001,4.245358084308311
0.9410000000000001,4.1091375588602865
0.9420000000000001,3.972389887687653
0.9430000000000001,3.8351574846586916
0.9440000000000001,3.6974828438090297
0.9450000000000001,3.5594085277812324
0.9460000000000001,3.4209771562493283
0.9470000000000001,3.282231394331117
0.9480000000000001,3.1432139409910853
0.9490000000000001,3.003967517437817
0.9500000000000001,2.864534855518216
0.9510000000000001,2.724958686112058
0.9520000000000001,2.585281727529856
0.9530000000000001,2.445546673917132
0.9540000000000001,2.3057961836683303
0.9550000000000001,2.166072867853235
0.9560000000000001,2.0264192786592434
0.9570000000000001,1.8868778978522984
0.9580000000000001,1.7474911252598702
0.9590000000000001,1.6083012672788817
0.96,1.4693505254116817
0.961,1.3306809848329824
0.962,1.1923346029914188
0.963,1.0543531982477514
0.964,0.916778438553771
0.965,0.7796518301742577
0.966,0.6430147064553191
0.967,0.5069082166419987
0.968,0.3713733147483129
0.969,0.2364507484821834
0.97,0.10218104822910057
0.971,-0.031395483903454036
0.972,-0.16423878497745914
0.973,-0.29630904204843667
0.974,-0.4275667029201893
0.975,-0.5579724868263511
0.976,-0.6874873950364115
0.977,-0.8160727213835521
0.978,-0.9436900627107878
0.979,-1.0703013292333834
0.98,-1.1958687548144686
0.981,-1.3203549071507563
0.982,-1.4437226978664155
0.983,-1.5659353925115624
0.984,-1.686956620463512
0.985,-1.8067503847273825
0.986,-1.9252810716339361
0.987,-2.042513460432099
0.988,-2.1584127327730718
0.989,-2.272944482084154
0.99,-2.386074722829468
0.991,-2.4977698996548368
0.992,-2.6079968964150826
0.993,-2.7167230450806388
0.994,-2.823916134521336
0.995,-2.929544419165447
0.996,-3.033576627530791
0.997,-3.1359819706264824
0.998,-3.2367301502227104
0.999,-3.3357913669861343
1.0,-3.433136328479212
1.0010000000000001,-3.528736257020986
1.002,-3.6225628974071125
1.0030000000000001,-3.7145885244878096
1.004,-3.8047859506004844
1.0050000000000001,-3.893128532856397
1.006,-3.979590180278308
1.0070000000000001,-4.064145360787881
1.008,-4.146769108040864
1.0090000000000001,-4.227437028107906
1.01,-4.306125305999521
1.0110000000000001,-4.382810712033708
1.012,-4.457470608043649
1.0130000000000001,-4.530082953424998
1.014,-4.600626311020141
1.0150000000000001,-4.669079852838503
1.016,-4.735423365611126
1.0170000000000001,-4.79963725617805
1.018,-4.861702556706961
1.0190000000000001,-4.921600929742215
1.02,-4.979314673082041
1.0210000000000001,-5.034826724483585
1.022,-5.088120666193639
1.0230000000000001,-5.139180729304716
1.024,-5.187991797934471
1.025,-5.234539413228164
1.026,-5.278809777182385
1.027,-5.320789756289514
1.028,-5.360466885001884
1.029,-5.39782936901437
1.03,-5.4328660883650715
1.031,-5.465566600352806
1.032,-5.4959211422710075
1.033,-5.523920633956941
1.034,-5.549556680155958
1.035,-5.572821572699751
1.036,-5.593708292498488
1.037,-5.612210511345866
1.038,-5.628322593536897
1.039,-5.642039597297927
